区,朝向,配备电梯,所在楼层,链家编号,房屋户型,房屋价格（单位：万元）,装修类型,建筑面积,建筑时间
青羊,东南,有,中楼层 (共22层),106103372182,3室2厅,154,简装,75.91㎡,2015年建
郫都,东南,有,中楼层 (共26层),106104866545,3室2厅,107.8,精装,88㎡,2014年建
成华,南 北,有,高楼层 (共27层),106105171655,3室1厅,155,精装,94.8㎡,2017年建
青羊,南,有,低楼层 (共17层),106104857276,3室2厅,238,精装,92.92㎡,2014年建
郫都,东南,有,低楼层 (共25层),106102533453,3室2厅,131,精装,81.83㎡,2014年建
郫都,西,暂无数据,中楼层 (共5层),106105166202,2室1厅,41,精装,66.45㎡,2002年建
天府新区,西,有,低楼层 (共33层),106104848182,3室1厅,,毛坯,105㎡,2013年建
青白江,南,有,高楼层 (共26层),106105253050,2室2厅,58,毛坯,64.43㎡,未知年建
天府新区,南,有,中楼层 (共32层),106105164993,2室1厅,157,精装,79.14㎡,2010年建
青羊,北,有,低楼层 (共19层),106104839440,3室2厅,159,精装,79.06㎡,未知年建
武侯,南,有,低楼层 (共24层),106105236041,1室1厅,80,简装,48.24㎡,2006年建
青羊,东北,无,高楼层 (共7层),106104832085,3室1厅,156.3,简装,88.8㎡,未知年建
天府新区,西南,有,中楼层 (共35层),106105235828,2室1厅,140,精装,60.28㎡,2015年建
龙泉驿,西北,有,高楼层 (共32层),106105162975,3室1厅,159,精装,115.77㎡,2013年建
青羊,东,有,高楼层 (共10层),106105031053,2室1厅,96,精装,41.96㎡,2003年建
金牛,南,无,中楼层 (共7层),106104819230,3室1厅,101.8,简装,97.22㎡,2000年建
天府新区,东,有,中楼层 (共26层),106105220100,2室1厅,125,精装,65.17㎡,未知年建
成华,东,有,中楼层 (共18层),106105030011,3室2厅,167.8,精装,122.96㎡,2008年建
青羊,南,无,中楼层 (共6层),106104636211,3室2厅,288,精装,138.29㎡,2005年建
龙泉驿,南,暂无数据,中楼层 (共7层),106105025112,2室1厅,76,简装,74.83㎡,未知年建
锦江,东北,有,中楼层 (共34层),106104613906,2室1厅,124,精装,75.54㎡,2009年建
温江,西南,有,低楼层 (共33层),106105209506,2室1厅,96.8,精装,87.13㎡,2014年建
高新,南,有,中楼层 (共36层),106105022531,2室1厅,210,精装,74.08㎡,2014年建
成华,东南,有,中楼层 (共11层),106104613527,3室2厅,182,简装,125.11㎡,2002年建
武侯,南,有,中楼层 (共11层),106105020517,1室1厅,68,精装,47.84㎡,未知年建
金牛,东南,无,中楼层 (共7层),106105201768,3室1厅,95,简装,77.04㎡,1990年建
成华,西,有,中楼层 (共33层),106104603109,3室2厅,209,精装,89.52㎡,2013年建
龙泉驿,西北,有,低楼层 (共34层),106105018414,2室1厅,85,简装,58.84㎡,2012年建
青白江,南,有,中楼层 (共17层),106105201471,3室2厅,68.5,简装,94.58㎡,未知年建
锦江,西北,有,高楼层 (共31层),106104585408,3室1厅,230,简装,87.99㎡,2009年建
天府新区,东北,有,高楼层 (共35层),106105018137,2室1厅,140,精装,52.89㎡,2015年建
温江,南,有,高楼层 (共32层),106105195631,3室2厅,130,精装,89.48㎡,未知年建
青羊,西,有,高楼层 (共21层),106104577042,2室2厅,125,精装,85.3㎡,2011年建
新都,西南 西,有,中楼层 (共33层),106105017986,2室1厅,66,简装,60.58㎡,未知年建
龙泉驿,西北,有,高楼层 (共39层),106105192632,3室1厅,147,毛坯,94.97㎡,2015年建
天府新区,西,有,低楼层 (共33层),106104515088,3室2厅,176,简装,88.37㎡,未知年建
青羊,东,有,中楼层 (共27层),106104569616,2室2厅,155,精装,85.63㎡,2009年建
温江,西南,有,中楼层 (共33层),106105017589,2室1厅,94.8,精装,85.85㎡,2014年建
金牛,南,有,低楼层 (共32层),106104513314,3室1厅,325,简装,149.95㎡,2008年建
成华,东北,有,低楼层 (共32层),106104562652,3室2厅,236,精装,88.33㎡,2016年建
成华,西南,有,中楼层 (共34层),106105192507,3室1厅,120,简装,72.35㎡,2016年建
郫都,东南,有,中楼层 (共26层),106105010634,2室1厅,64,毛坯,53.91㎡,2013年建
锦江,东南,有,高楼层 (共18层),106104512621,3室2厅,197,简装,126.27㎡,2003年建
天府新区,西北,有,中楼层 (共31层),106105005339,2室1厅,137,精装,78.03㎡,2012年建
成华,东北,有,中楼层 (共31层),106104560243,3室2厅,237,精装,86.92㎡,2013年建
武侯,东,有,低楼层 (共18层),106104505456,3室1厅,154.95,简装,81.42㎡,2013年建
锦江,东南,无,中楼层 (共5层),106105001360,2室1厅,160,简装,61.48㎡,未知年建
温江,西南,无,中楼层 (共6层),106104505421,4室2厅,98,简装,153.24㎡,未知年建
成华,南,有,中楼层 (共18层),106105001197,2室1厅,106.5,简装,76.35㎡,2008年建
青羊,东,有,高楼层 (共21层),106104512431,3室1厅,138.9,简装,84.54㎡,2014年建
双流,西北,有,中楼层 (共23层),106104999546,2室2厅,110,精装,76.48㎡,2009年建
锦江,东南,有,高楼层 (共32层),106104376341,3室1厅,145,精装,72.39㎡,2013年建
双流,西北,有,中楼层 (共33层),106104503543,3室2厅,265,毛坯,157.63㎡,2016年建
武侯,南 北,有,高楼层 (共17层),106104500245,3室2厅,184.7,简装,89.8㎡,2008年建
锦江,东北,有,中楼层 (共34层),106104996034,1室1厅,112,精装,51.31㎡,2009年建
青羊,东,有,低楼层 (共18层),106104358632,3室1厅,172,精装,76.74㎡,2014年建
锦江,北,有,高楼层 (共30层),106104620166,3室1厅,415,精装,127.26㎡,2015年建
高新,东南,有,中楼层 (共27层),106104498305,3室1厅,360,毛坯,130.25㎡,2008年建
温江,东,无,中楼层 (共6层),106104995583,1室1厅,56,简装,59.29㎡,2006年建
武侯,东南,有,低楼层 (共16层),106104344959,2室1厅,102,精装,79.37㎡,2002年建
成华,东,有,高楼层 (共22层),106104610399,3室2厅,124,精装,90.82㎡,2009年建
高新,南,有,低楼层 (共18层),106104497280,3室1厅,197,精装,89.41㎡,2014年建
郫都,东南,有,低楼层 (共11层),106104990306,1室1厅,60,毛坯,57.78㎡,未知年建
高新,南,有,低楼层 (共18层),106104344524,3室1厅,236,简装,104.1㎡,2011年建
天府新区,东,有,高楼层 (共18层),106104609293,3室1厅,237.4,毛坯,146.42㎡,2017年建
成华,东北,有,中楼层 (共31层),106104492772,3室2厅,142,简装,78.13㎡,2014年建
温江,西南 西,有,中楼层 (共28层),106103004742,3室2厅,110,毛坯,83.88㎡,未知年建
青羊,东,有,低楼层 (共24层),106104334182,3室1厅,169.5,精装,87.14㎡,2012年建
金牛,西南 南,有,高楼层 (共23层),106104608987,2室1厅,125.5,精装,83.48㎡,2007年建
成华,东北,有,高楼层 (共33层),106104492163,2室1厅,143,精装,59.87㎡,2016年建
高新,南,有,低楼层 (共13层),106102040568,3室2厅,298,精装,139.64㎡,2006年建
青羊,东 西,有,高楼层 (共20层),106104321044,3室1厅,155,精装,73.82㎡,2014年建
成华,南,有,中楼层 (共34层),106104607965,3室2厅,148,简装,87.88㎡,2012年建
锦江,西南,有,低楼层 (共32层),106104486094,3室2厅,130,简装,87㎡,2013年建
新都,东,有,低楼层 (共18层),106102755767,3室1厅,107,简装,86.78㎡,2012年建
天府新区,南 北,无,中楼层 (共6层),106104485288,3室1厅,105,精装,74.9㎡,2000年建
龙泉驿,东南,有,中楼层 (共32层),106102463917,3室2厅,167,精装,117㎡,2011年建
新都,东南,有,中楼层 (共27层),106104605600,3室1厅,77.8,简装,76.71㎡,未知年建
双流,西,有,高楼层 (共15层),106104604723,3室1厅,105,简装,74.79㎡,2016年建
双流,西,有,中楼层 (共23层),106102335972,3室2厅,125,简装,85.98㎡,2010年建
龙泉驿,东南,有,中楼层 (共41层),106104478216,3室1厅,134,精装,86.68㎡,2015年建
天府新区,西,有,高楼层 (共34层),106104604531,3室2厅,198,精装,97.3㎡,2017年建
龙泉驿,东南,无,低楼层 (共6层),106102335204,2室2厅,225,精装,137.23㎡,2013年建
青羊,南,有,中楼层 (共20层),106104477842,2室1厅,141,精装,83.54㎡,2013年建
高新,西南 东北,有,高楼层 (共32层),106104602241,4室2厅,176,毛坯,118.81㎡,2009年建
郫都,北,有,中楼层 (共25层),106102303877,4室2厅,138,精装,127.72㎡,2009年建
新都,东南,有,高楼层 (共24层),106104477324,4室2厅,147.4,毛坯,131.85㎡,2010年建
锦江,西南,有,高楼层 (共33层),106104592441,4室2厅,328,精装,108.04㎡,2011年建
温江,东南,无,高楼层 (共6层),106102250382,3室2厅,192,精装,144.7㎡,2012年建
高新,南 北,有,低楼层 (共17层),106104476230,3室1厅,212,精装,87㎡,2012年建
高新,西北,有,高楼层 (共34层),106101891084,3室2厅,220,简装,114.25㎡,2012年建
郫都,东南,有,低楼层 (共18层),106104586437,3室2厅,141.5,精装,113.84㎡,2011年建
青羊,北,有,高楼层 (共20层),106104475992,3室2厅,187.5,简装,88.71㎡,2015年建
锦江,东北,有,中楼层 (共32层),106104981733,3室1厅,208,精装,90.07㎡,2015年建
金牛,南 北,无,低楼层 (共7层),106104578021,3室2厅,136,简装,105.38㎡,2000年建
天府新区,东南,有,中楼层 (共25层),106104475824,3室1厅,190,简装,106.02㎡,2013年建
金牛,东,有,高楼层 (共22层),106104571601,1室1厅,63.5,简装,50.55㎡,2008年建
金牛,东南,无,低楼层 (共6层),106104703854,3室2厅,142,简装,99.71㎡,2001年建
新都,北,有,高楼层 (共28层),106104571289,3室2厅,126.88,简装,99.22㎡,2013年建
龙泉驿,南 东,有,中楼层 (共11层),106104466710,3室1厅,135,简装,123.89㎡,2008年建
青羊,南,无,中楼层 (共7层),106104695529,3室2厅,148,精装,116.05㎡,1999年建
郫都,西南,无,高楼层 (共6层),106104570765,3室2厅,122,简装,130.7㎡,2004年建
武侯,东南,有,中楼层 (共10层),106104466280,2室1厅,126,精装,73.68㎡,2012年建
成华,东南 南,无,中楼层 (共6层),106104692871,2室2厅,93,精装,69.75㎡,2000年建
青羊,南,无,高楼层 (共7层),106104564098,4室2厅,115,简装,92.49㎡,1997年建
郫都,东南,有,低楼层 (共18层),106104690493,3室1厅,112,精装,93.71㎡,2011年建
龙泉驿,东南,有,低楼层 (共17层),106104466009,3室2厅,228,简装,129.09㎡,2014年建
武侯,东南,有,中楼层 (共16层),106104551565,1室1厅,68,精装,47.83㎡,2009年建
锦江,南 北,有,低楼层 (共42层),106104685182,3室1厅,158,精装,84.2㎡,2016年建
武侯,西南,无,高楼层 (共6层),106104462591,2室1厅,68,毛坯,65.07㎡,2003年建
武侯,东北,有,高楼层 (共15层),106104549597,2室1厅,138,精装,77.8㎡,2008年建
武侯,西北,无,高楼层 (共7层),106104462117,3室2厅,113,精装,112.18㎡,1999年建
双流,东北,有,低楼层 (共11层),106104680041,4室2厅,168,简装,117.25㎡,2014年建
温江,西南,有,中楼层 (共34层),106104546988,3室1厅,80,精装,85.77㎡,2015年建
高新,南,无,高楼层 (共6层),106104454389,3室1厅,120,精装,91.73㎡,2000年建
成华,东南,有,中楼层 (共7层),106104678540,3室1厅,83,简装,87.42㎡,2006年建
武侯,南,有,中楼层 (共12层),106104544251,2室2厅,161.8,精装,89.32㎡,2013年建
成华,西南,无,低楼层 (共6层),106104677761,3室2厅,203,精装,118.37㎡,2005年建
龙泉驿,南 北,有,高楼层 (共11层),106104451316,3室2厅,188,精装,122.73㎡,2011年建
成华,南,有,低楼层 (共31层),106104543886,3室1厅,235,简装,86.37㎡,2013年建
金牛,南 北,有,中楼层 (共34层),106104451066,3室2厅,196,精装,106.96㎡,2009年建
龙泉驿,西,有,高楼层 (共34层),106104676792,3室2厅,175,精装,121.24㎡,2015年建
郫都,西南,有,高楼层 (共18层),106104541818,3室1厅,112,精装,126.88㎡,2009年建
锦江,东南,有,低楼层 (共34层),106104676645,2室1厅,113,精装,64.41㎡,2012年建
锦江,东南,有,中楼层 (共18层),106104450770,1室1厅,162,简装,56.49㎡,2005年建
成华,北,有,高楼层 (共32层),106104541652,3室1厅,145,精装,74.47㎡,2015年建
天府新区,西北,有,低楼层 (共38层),106104674525,4室2厅,260,毛坯,140.99㎡,2016年建
高新,东南,有,高楼层 (共11层),106104541310,2室1厅,132.5,简装,85.78㎡,2004年建
温江,西北,有,高楼层 (共33层),106104671846,3室1厅,106,毛坯,100.19㎡,2015年建
郫都,东南,无,高楼层 (共6层),106104535312,2室2厅,66,简装,85.62㎡,2003年建
青羊,南,无,高楼层 (共6层),106104671629,3室2厅,135,简装,106.73㎡,2001年建
高新,北,有,高楼层 (共18层),106104812653,3室2厅,192.8,精装,111.94㎡,2007年建
温江,东北,无,高楼层 (共6层),106104530126,3室2厅,119.8,精装,126.32㎡,2006年建
成华,东 西,有,低楼层 (共33层),106104665033,2室1厅,185,精装,91.38㎡,2012年建
金牛,西北,无,高楼层 (共6层),106104811824,3室2厅,192,精装,147.99㎡,2004年建
双流,南 北,有,中楼层 (共27层),106104529333,3室2厅,154,简装,90.44㎡,2015年建
温江,南,有,低楼层 (共38层),106104659803,3室2厅,140,精装,102.24㎡,2017年建
双流,东南,有,中楼层 (共11层),106104799448,3室2厅,107,简装,105.65㎡,2005年建
武侯,西,有,低楼层 (共18层),106104526967,2室1厅,112,精装,88.44㎡,2006年建
锦江,东北,有,低楼层 (共34层),106104796112,2室1厅,95,精装,54㎡,2011年建
天府新区,东北,有,高楼层 (共34层),106104657006,3室2厅,242,毛坯,142.04㎡,2010年建
天府新区,东南,无,中楼层 (共6层),106104516476,4室2厅,185,简装,157.13㎡,2003年建
青羊,南,有,中楼层 (共22层),106104791023,3室1厅,137,精装,76.12㎡,2010年建
金牛,南,无,高楼层 (共8层),106104655630,3室1厅,88.8,简装,98.59㎡,2000年建
郫都,西南,有,低楼层 (共32层),106104515646,2室1厅,79,简装,62.86㎡,2013年建
成华,西,有,低楼层 (共19层),106104788938,3室1厅,182,毛坯,93.89㎡,2015年建
龙泉驿,东南,暂无数据,高楼层 (共5层),106104654888,3室2厅,120,毛坯,119.83㎡,未知年建
温江,西北,有,高楼层 (共18层),106104653672,4室1厅,196,精装,143.83㎡,2015年建
郫都,东南,有,低楼层 (共25层),106104787908,3室2厅,96,精装,84.08㎡,2010年建
郫都,东南,无,低楼层 (共6层),106104786660,3室1厅,125,精装,146.65㎡,2004年建
成华,南,有,中楼层 (共56层),106104648972,3室2厅,375,毛坯,125.69㎡,2015年建
温江,东北,有,高楼层 (共33层),106104651731,3室2厅,168,精装,143㎡,2010年建
青羊,北,有,低楼层 (共29层),106104784512,3室2厅,318,简装,133.17㎡,2007年建
锦江,东 东南,有,低楼层 (共40层),106104648454,2室1厅,134,简装,85.88㎡,2012年建
成华,东南,无,中楼层 (共7层),106104782046,2室1厅,64,简装,59.01㎡,1995年建
天府新区,东,有,低楼层 (共34层),106104643563,3室2厅,197,毛坯,123.75㎡,2010年建
龙泉驿,东南,有,高楼层 (共33层),106104781886,3室2厅,175,简装,124.01㎡,2013年建
青羊,东,有,中楼层 (共12层),106104639205,2室2厅,118,简装,86.26㎡,2006年建
武侯,东南,有,中楼层 (共12层),106104781654,2室1厅,123,精装,87.71㎡,2002年建
新都,西南,有,中楼层 (共33层),106104638115,3室1厅,102,简装,74.3㎡,2013年建
新都,东南,有,低楼层 (共31层),106104882177,3室2厅,119,毛坯,101.21㎡,未知年建
郫都,东北,有,高楼层 (共26层),106104780415,3室1厅,114,简装,118㎡,2013年建
天府新区,北,有,低楼层 (共34层),106104635977,3室2厅,210,简装,131.32㎡,2010年建
龙泉驿,东,有,低楼层 (共32层),106104881962,3室2厅,152,精装,90.58㎡,未知年建
青白江,南,有,高楼层 (共18层),106104768671,3室2厅,64.8,精装,97.61㎡,未知年建
锦江,南,有,低楼层 (共21层),106104635253,3室2厅,225,精装,92.86㎡,2010年建
成华,东南,有,中楼层 (共16层),106104878913,2室2厅,106,精装,85.74㎡,2010年建
成华,东南,有,高楼层 (共29层),106104766039,3室1厅,235,精装,84.66㎡,2016年建
青羊,北,无,高楼层 (共7层),106104633856,3室2厅,110,精装,107.61㎡,2003年建
武侯,西南,有,高楼层 (共17层),106104877639,2室1厅,146,简装,75.85㎡,2007年建
青羊,西南,有,中楼层 (共6层),106104765363,1室1厅,99,精装,66.15㎡,2005年建
金牛,东南,无,低楼层 (共7层),106104633016,3室1厅,84.5,简装,73.76㎡,1997年建
郫都,西北,有,高楼层 (共28层),106104761527,3室1厅,115,简装,89.18㎡,2014年建
高新,南,有,中楼层 (共13层),106104874116,3室2厅,260,精装,127.65㎡,2005年建
高新,东南,有,低楼层 (共32层),106104623368,4室2厅,428,精装,250.8㎡,2008年建
高新,西南,有,中楼层 (共18层),106104873318,4室2厅,221.8,毛坯,125.49㎡,2008年建
成华,东南,有,高楼层 (共28层),106104755070,2室1厅,143,简装,82㎡,2009年建
郫都,东南,无,高楼层 (共6层),106104873252,3室2厅,96,精装,108.36㎡,2008年建
高新,北,有,高楼层 (共32层),106104754927,3室2厅,245,精装,95.24㎡,未知年建
新都,东南,有,中楼层 (共13层),106104872799,3室2厅,102.6,精装,106.33㎡,未知年建
武侯,西南,有,高楼层 (共16层),106104754268,2室1厅,90,精装,57.57㎡,2009年建
武侯,东南,有,中楼层 (共16层),106104750683,2室1厅,145,简装,89.14㎡,2012年建
天府新区,南 北,有,中楼层 (共33层),106104869422,3室1厅,148,毛坯,73.56㎡,未知年建
成华,北,有,低楼层 (共32层),106104728107,3室2厅,142.5,简装,76.19㎡,2015年建
武侯,南,有,中楼层 (共18层),106104867888,3室1厅,202,简装,97.87㎡,2008年建
双流,南,有,高楼层 (共33层),106104722820,3室1厅,169.8,精装,89.63㎡,2018年建
郫都,南,有,低楼层 (共30层),106104716418,3室2厅,114.8,精装,76.03㎡,2015年建
青羊,西北,有,中楼层 (共23层),106104866620,3室1厅,192,简装,112.56㎡,2016年建
天府新区,南 北,有,中楼层 (共33层),106104865880,3室1厅,151,毛坯,73.56㎡,未知年建
温江,东南 东,有,高楼层 (共33层),106104714564,3室2厅,110,毛坯,102.04㎡,2013年建
武侯,东北,有,高楼层 (共16层),106104712454,2室2厅,141,简装,89.39㎡,2010年建
青羊,南 北,无,中楼层 (共7层),106104859386,3室1厅,85,精装,74.91㎡,未知年建
天府新区,西北,有,高楼层 (共30层),106104711939,3室2厅,168,毛坯,122.97㎡,2010年建
郫都,西北,有,低楼层 (共18层),106104856298,3室2厅,96,毛坯,92.51㎡,2011年建
郫都,东南,有,低楼层 (共32层),106104855938,3室1厅,105,毛坯,88.11㎡,2014年建
温江,西北,有,高楼层 (共31层),106104708826,3室2厅,138,精装,84.77㎡,2016年建
高新,南 北,有,中楼层 (共19层),106104850941,2室1厅,92,精装,75.65㎡,2007年建
郫都,东南,有,低楼层 (共29层),106104845726,3室2厅,91.8,毛坯,89.78㎡,未知年建
青羊,北,有,高楼层 (共20层),106104929408,3室2厅,202,精装,87.83㎡,2013年建
成华,南,无,中楼层 (共6层),106104839069,3室2厅,134,简装,109.91㎡,1998年建
武侯,西,有,中楼层 (共30层),106104928847,3室1厅,205,简装,88.38㎡,2012年建
锦江,东南,有,高楼层 (共26层),106104836895,3室1厅,176,精装,78.3㎡,2015年建
成华,东,有,中楼层 (共30层),106104925375,3室1厅,229,简装,89.07㎡,2012年建
金牛,东南,无,中楼层 (共6层),106104835797,3室1厅,86.5,精装,66.96㎡,未知年建
武侯,南,无,中楼层 (共7层),106104925069,2室2厅,111,精装,91.5㎡,2000年建
武侯,南,无,低楼层 (共7层),106104832100,2室2厅,86,精装,71.41㎡,2000年建
龙泉驿,南,有,低楼层 (共9层),106104923974,3室1厅,174.8,简装,109.79㎡,2013年建
新都,北,有,高楼层 (共24层),106104830016,3室1厅,133,精装,86.53㎡,2015年建
温江,南,无,中楼层 (共6层),106104923443,3室2厅,153,精装,117.53㎡,2012年建
成华,东南,有,低楼层 (共24层),106104827249,2室1厅,118,精装,72.14㎡,2010年建
高新西,东北,有,高楼层 (共26层),106104921944,3室2厅,101,精装,91.3㎡,2011年建
新都,东南,有,中楼层 (共24层),106104822865,4室2厅,160,精装,131.85㎡,2010年建
武侯,东北,有,低楼层 (共15层),106104916553,1室1厅,77.5,简装,54.13㎡,2008年建
青羊,西,无,低楼层 (共6层),106104822125,4室2厅,308,精装,142㎡,2004年建
高新,西北,有,高楼层 (共31层),106104914253,3室1厅,245,毛坯,88.16㎡,2014年建
温江,西南,有,中楼层 (共34层),106104821712,3室1厅,121,精装,89.35㎡,2016年建
成华,东南,有,低楼层 (共38层),106104911799,3室1厅,138,精装,78.37㎡,2016年建
郫都,西南,有,中楼层 (共25层),106104911186,3室2厅,105.5,精装,84.34㎡,2010年建
成华,东南,有,高楼层 (共27层),106104821041,3室1厅,199,精装,108㎡,2010年建
郫都,东南,有,中楼层 (共26层),106104909809,2室1厅,91.5,精装,75.92㎡,2013年建
武侯,东南,无,低楼层 (共7层),106104820833,2室1厅,91,简装,69.62㎡,1995年建
锦江,西南,有,高楼层 (共34层),106104909587,3室2厅,142,精装,87.92㎡,2010年建
温江,东南,有,低楼层 (共27层),106104909461,3室1厅,83,精装,86㎡,未知年建
郫都,东南,有,低楼层 (共31层),106104908674,3室1厅,101,精装,89.56㎡,2013年建
温江,南 北,暂无数据,中楼层 (共7层),106104906965,3室1厅,60.5,简装,99.16㎡,2000年建
温江,西,有,高楼层 (共25层),106104901461,3室1厅,73,毛坯,88.51㎡,2012年建
龙泉驿,东南,有,高楼层 (共34层),106104900629,2室1厅,106.8,精装,74.95㎡,2013年建
温江,西北,有,中楼层 (共18层),106104898316,3室1厅,111,精装,111.72㎡,2012年建
高新,东北,有,低楼层 (共20层),106104898110,3室2厅,378,精装,150.43㎡,2013年建
金牛,东南,有,中楼层 (共15层),106104894689,3室2厅,156,简装,126㎡,2003年建
高新西,东南,有,低楼层 (共27层),106104894018,3室1厅,97,精装,86.01㎡,2013年建
温江,东南,有,高楼层 (共28层),106104894017,3室1厅,106,精装,111.17㎡,2009年建
青羊,东南,无,高楼层 (共7层),106104893419,3室1厅,145,毛坯,83.64㎡,1993年建
青羊,南,有,高楼层 (共18层),106104892729,3室1厅,129,简装,89.9㎡,2012年建
青羊,北,有,低楼层 (共22层),106104887884,3室2厅,235,精装,89.31㎡,2014年建
龙泉驿,东南,有,低楼层 (共33层),106104885985,3室1厅,138,毛坯,88.95㎡,2013年建
成华,东南 西北,有,低楼层 (共34层),106104884313,2室1厅,120,简装,86.17㎡,2011年建
郫都,西南,有,高楼层 (共33层),106105156669,3室2厅,125,精装,97.8㎡,2014年建
成华,西南,有,中楼层 (共17层),106105141317,3室2厅,174,简装,99.51㎡,2010年建
青羊,南,有,低楼层 (共23层),106105191202,2室2厅,126.8,精装,83.68㎡,2008年建
金牛,东南,无,中楼层 (共7层),106105137997,2室2厅,93,简装,86㎡,2000年建
郫都,西南,有,中楼层 (共33层),106105117931,3室1厅,155,精装,98.17㎡,2015年建
成华,西北,有,高楼层 (共33层),106105070315,3室1厅,141,简装,88.65㎡,2009年建
温江,南,有,低楼层 (共16层),106105029638,4室2厅,108,精装,122.44㎡,2009年建
郫都,东南,无,高楼层 (共6层),106102824856,3室2厅,92.5,简装,107.74㎡,2008年建
温江,东北,有,中楼层 (共33层),106105214233,3室2厅,142,精装,110.24㎡,2016年建
金牛,东南,无,高楼层 (共7层),106105220841,3室2厅,120,简装,111.18㎡,2000年建
成华,南,有,中楼层 (共27层),106105142476,2室1厅,190,简装,70.04㎡,2016年建
天府新区,东南,有,低楼层 (共18层),106104056116,3室2厅,140,毛坯,126㎡,2009年建
温江,东南,有,中楼层 (共30层),106104992726,3室2厅,120,简装,88.6㎡,2015年建
锦江,东南,有,中楼层 (共9层),106105044538,3室2厅,303,精装,149.91㎡,2003年建
武侯,东南,有,高楼层 (共11层),106105226684,3室1厅,200,精装,107.97㎡,2006年建
武侯,东南,有,低楼层 (共13层),106105257098,2室1厅,115,精装,88.43㎡,2007年建
成华,南,暂无数据,低楼层 (共6层),106105221310,2室2厅,81,毛坯,72.65㎡,未知年建
天府新区,东,有,低楼层 (共28层),106101135023,2室2厅,124.8,精装,75.94㎡,2014年建
武侯,东南,有,高楼层 (共15层),106105264799,3室2厅,290,简装,162.79㎡,2002年建
武侯,南,有,低楼层 (共20层),106105222462,3室2厅,155,简装,89.82㎡,2014年建
新都,南,有,高楼层 (共18层),106105220150,3室1厅,105,精装,98.55㎡,2012年建
金牛,南,有,高楼层 (共20层),106105201182,3室1厅,151,精装,86.56㎡,2016年建
新都,南,有,高楼层 (共26层),106105191372,4室2厅,140,毛坯,137.02㎡,2009年建
温江,南,有,中楼层 (共25层),106105180905,3室2厅,110,毛坯,105.03㎡,未知年建
金牛,东南,有,低楼层 (共18层),106104865297,3室2厅,159,精装,85.92㎡,2012年建
双流,东南,无,中楼层 (共6层),106104766067,3室1厅,84,精装,93.03㎡,2013年建
金牛,东南,无,高楼层 (共6层),106104161306,2室1厅,58.5,简装,49.95㎡,1995年建
高新西,西南,有,低楼层 (共10层),106104047183,3室2厅,172,毛坯,105.97㎡,2015年建
武侯,东南,无,中楼层 (共7层),106102171110,4室2厅,235,简装,232.34㎡,2000年建
锦江,西南,有,低楼层 (共43层),106103881815,2室2厅,170,精装,77㎡,未知年建
锦江,东南,有,低楼层 (共29层),106102073155,3室1厅,183,毛坯,88.49㎡,2015年建
青羊,东北,有,中楼层 (共16层),106103029767,1室1厅,73,精装,60.56㎡,2000年建
天府新区,东,有,中楼层 (共18层),106105243383,3室2厅,145,简装,86.96㎡,2010年建
青羊,南,有,高楼层 (共20层),106105242057,3室2厅,175,精装,75.57㎡,2015年建
天府新区,东北,有,高楼层 (共32层),106102600779,2室1厅,198,简装,102.39㎡,2013年建
成华,东南,有,中楼层 (共27层),106105241937,2室2厅,128,简装,86.17㎡,2011年建
成华,北,有,中楼层 (共20层),106102578666,2室2厅,110,简装,67.71㎡,2012年建
龙泉驿,北,有,中楼层 (共25层),106105241585,3室2厅,127.8,简装,77.56㎡,2016年建
成华,东 西,有,中楼层 (共32层),106105243850,3室2厅,202,毛坯,80.97㎡,2010年建
成华,西,有,低楼层 (共24层),106105239546,1室1厅,63,精装,44.84㎡,2009年建
龙泉驿,东,有,低楼层 (共33层),106105232397,3室2厅,109.8,精装,81.31㎡,2007年建
双流,南,有,中楼层 (共17层),106101075553,3室2厅,123,精装,88.27㎡,2015年建
锦江,东南,有,中楼层 (共34层),106104945049,3室2厅,135,简装,89.19㎡,2008年建
锦江,南,有,高楼层 (共31层),106105231194,1室0厅,157,简装,51.97㎡,2012年建
成华,南,无,低楼层 (共6层),106105230092,2室2厅,106,精装,82.76㎡,2010年建
双流,西南 南,有,中楼层 (共18层),106105230670,3室1厅,125,毛坯,98.95㎡,2010年建
郫都,西北,有,高楼层 (共26层),106104443797,2室1厅,92,精装,75.92㎡,2013年建
双流,西南,有,中楼层 (共18层),106105222391,3室2厅,125,简装,93.77㎡,2010年建
郫都,西南 东北,有,中楼层 (共25层),106105226117,4室2厅,144,精装,125.93㎡,2009年建
郫都,西北,有,中楼层 (共31层),106105188096,3室1厅,118,精装,108.87㎡,2013年建
锦江,东南,有,中楼层 (共28层),106105222492,3室2厅,145,精装,69.92㎡,2016年建
高新,西北,有,中楼层 (共30层),106105167922,2室1厅,320,精装,89.68㎡,2016年建
青羊,西,有,低楼层 (共22层),106101479017,2室1厅,149,精装,78㎡,2017年建
彭州,南,暂无数据,低楼层 (共3层),106105211312,3室2厅,39.8,简装,104.75㎡,未知年建
郫都,西南,有,低楼层 (共28层),106105218128,3室2厅,113,精装,78.9㎡,2013年建
锦江,西南,有,中楼层 (共41层),106105161588,2室2厅,170,精装,83.66㎡,2009年建
双流,西北,有,低楼层 (共22层),106105216923,3室2厅,155,简装,108.22㎡,2009年建
锦江,西南,有,低楼层 (共39层),106101291839,3室2厅,190,毛坯,89㎡,2015年建
